time,value
0.0,-0.0273409126622272
1.135721495738956,-0.032704092070634
2.531487875002938,-0.0348226929368453
3.7278590572292094,-0.0353879589543311
4.752079866888522,-0.037162162162162
5.870216306156408,-0.0396959459459458
7.267886855241265,-0.0405405405405405
8.479305240371332,-0.0409630636506517
9.647217966303977,-0.0404250799951813
10.92394243688873,-0.0412061525616422
12.200666907473485,-0.0421306874362286
13.477391378058236,-0.0421625679491453
14.75411584864299,-0.0409989292276831
16.030840319227742,-0.0401381553789303
17.307564789812496,-0.0392773815301774
18.58428926039725,-0.0373964312680878
19.861013730982,-0.0348938110041212
21.244592346089853,-0.035472972972973
22.64226289517472,-0.0337837837837837
23.76856438337776,-0.0272562184530449
25.048264901679502,-0.0239646690289783
26.324989372264252,-0.0228724052873503
27.394342762063232,-0.0219594594594594
28.37271214642263,-0.0177364864864864
29.490848585690514,-0.0135135135135133
30.469217970049925,-0.010135135135135
31.58735440931781,-0.0033783783783782
32.42595673876872,0.0016891891891892
33.26455906821964,0.0067567567567567
34.382695507487526,0.0109797297297298
35.50083194675541,0.0168918918918919
36.33943427620632,0.0228040540540541
37.17803660565724,0.0304054054054054
38.15640599001664,0.0371621621621621
39.134775374376034,0.0430743243243243
39.97337770382696,0.0472972972972973
40.951747088186366,0.0557432432432433
41.650582362728784,0.0616554054054053
42.90848585690516,0.0675675675675675
43.60732113144759,0.0734797297297298
44.58569051580699,0.0785472972972973
45.70382695507488,0.0844594594594594
46.54242928452578,0.0912162162162163
47.52079866888519,0.0962837837837838
48.49916805324459,0.1005067567567568
49.05823627287855,0.1038851351351353
49.89683860232945,0.1089527027027027
50.59567387687187,0.1123310810810811
51.29450915141432,0.1148648648648649
52.272878535773714,0.1190878378378379
53.67054908485856,0.1258445945945946
54.92845257903494,0.1317567567567568
55.487520798668896,0.1342905405405406
56.46589018302829,0.1393581081081081
57.44425956738769,0.1435810810810812
58.562396006655575,0.1461148648648649
59.26123128119801,0.1486486486486486
60.51913477537438,0.1554054054054054
61.49750415973378,0.1596283783783784
62.33610648918469,0.164695945945946
63.59400998336106,0.1706081081081082
64.2928452579035,0.1739864864864866
65.41098169717138,0.177364864864865
66.80865224625624,0.1824324324324324
67.78702163061564,0.1858108108108108
69.04492512479202,0.1900337837837838
70.44259567387687,0.1959459459459459
71.28119800332779,0.1967905405405406
72.39933444259567,0.2010135135135136
73.79700499168054,0.2035472972972973
74.91514143094842,0.2077702702702704
76.03327787021631,0.2111486486486486
76.87188019966722,0.2111486486486486
77.41309993097784,0.2172718832310169
78.59586632364076,0.2173959352948833
79.9573372958805,0.2204239277765991
81.14378831905016,0.2227862794063972
82.44814751843545,0.228318149621038
83.40707260781404,0.2297224163333231
