time,value
0.0624619562672634,0.0040707964601769
0.0945825724586768,0.0026548672566371
0.1583555742847835,0.0015929203539821
0.1586365126188198,0.0005309734513273
0.2224095144449123,-0.0005309734513275
0.286182516271019,-0.0015929203539823
0.3183031324624181,-0.0030088495575222
0.3503301025424861,-0.004070796460177
0.3824507187339065,-0.0054867256637168
0.4143840427026291,-0.0061946902654868
0.4782506906400741,-0.0076106194690266
0.5420236924661666,-0.0086725663716815
0.6057966942922732,-0.0097345132743362
0.7332490518331269,-0.0115044247787611
0.828955377627949,-0.0132743362831858
0.9243807650887348,-0.0139823008849558
1.083110923818893,-0.0139823008849558
1.1466029873109562,-0.0139823008849558
1.4005712412792093,-0.0139823008849558
1.5593014000093677,-0.0139823008849558
1.6863791731048394,-0.0143362831858407
1.8768553635810288,-0.0143362831858407
2.1309172636606206,-0.0146902654867256
2.257901390644747,-0.0146902654867256
2.384791871517536,-0.0143362831858407
2.4482839350095986,-0.0143362831858407
2.480029966755623,-0.0143362831858407
2.575268061993725,-0.0143362831858407
2.670506157231827,-0.0143362831858407
2.7656506063585766,-0.0139823008849558
3.051271245961516,-0.0136283185840708
3.1782553729456424,-0.0136283185840708
3.3369855316758006,-0.0136283185840708
3.6860045886594577,-0.0129203539823009
3.812895069532239,-0.0125663716814159
3.9080395186589953,-0.012212389380531
4.162007772627241,-0.012212389380531
4.320644285246054,-0.0118584070796461
4.415788734372804,-0.0115044247787611
4.606264924849,-0.0115044247787611
4.669756988341064,-0.0115044247787611
4.8602331788172535,-0.0115044247787611
4.923725242309317,-0.0115044247787611
5.050709369293443,-0.0115044247787611
5.241185559769633,-0.0115044247787611
5.336330008896383,-0.0111504424778762
5.399915718499791,-0.0115044247787611
5.558739523341295,-0.0118584070796461
5.685630004214076,-0.0115044247787611
5.907852226436297,-0.0115044247787611
6.098328416912487,-0.0115044247787611
6.256871283419962,-0.0107964601769912
6.352015732546704,-0.0104424778761063
6.542491923022901,-0.0104424778761063
6.701128435641714,-0.0100884955752212
6.859858594371872,-0.0100884955752212
7.0184951069906845,-0.0097345132743362
7.113639556117434,-0.0093805309734513
7.208784005244183,-0.0090265486725664
7.399166549609028,-0.0086725663716815
7.526150676593154,-0.0086725663716815
7.748279252704037,-0.0083185840707965
7.938661797068875,-0.0079646017699115
7.970314182703568,-0.0076106194690266
8.224282436671821,-0.0076106194690266
8.414664981036665,-0.0072566371681416
8.604953879290157,-0.0065486725663718
8.700098328416914,-0.0061946902654868
9.017464999765885,-0.0058407079646018
9.080863417146604,-0.0054867256637168
9.33473802500351,-0.0051327433628319
9.588612632860418,-0.0047787610619469
9.715596759844544,-0.0047787610619469
9.842487240717324,-0.0044247787610619
9.969377721590106,-0.004070796460177
10.064522170716856,-0.0037168141592921
10.286650746827732,-0.0033628318584072
10.350142810319802,-0.0033628318584072
10.50887296904996,-0.0033628318584072
10.57245867865337,-0.0037168141592921
10.82605234817624,-0.0023008849557523
11.2065364985719,-0.0005309734513275
11.428477782460083,0.0005309734513273
11.714192068174375,0.0005309734513273
11.90466825865056,0.0005309734513273
12.03155873952334,0.0008849557522123
12.158449220396127,0.0012389380530972
12.317179379126287,0.0012389380530972
12.507561923491131,0.0015929203539821
12.634546050475258,0.0015929203539821
12.88842065833216,0.0019469026548671
13.047150817062324,0.0019469026548671
13.269185747061854,0.0026548672566371
13.427915905792013,0.0026548672566371
13.618392096268202,0.0026548672566371
13.87207941190242,0.003716814159292
14.030528632298548,0.0047787610619467
14.25256356229808,0.0054867256637167
14.316055625790137,0.0054867256637167
14.34770801142482,0.0058407079646016
14.569742941424352,0.0065486725663715
14.633047712693733,0.0072566371681415
14.633141358805076,0.0069026548672564
14.855176288804609,0.0076106194690264
14.982066769677388,0.0079646017699114
15.10895725055017,0.0083185840707963
15.1407032822962,0.0083185840707963
15.267500117057644,0.0090265486725663
15.489535047057174,0.0097345132743361
15.711569977056712,0.010442477876106
15.902046167532902,0.010442477876106
15.933604907056242,0.011150442477876
16.187385868801805,0.0118584070796459
16.441166830547367,0.0125663716814158
16.567963665308802,0.0132743362831857
16.663014468324207,0.0139823008849556
16.726412885704917,0.0143362831858406
16.853116074355015,0.0153982300884955
16.98000655522779,0.0157522123893804
17.043124034274477,0.0171681415929203
17.170014515147265,0.0175221238938051
17.23350657863932,0.0175221238938051
17.42398276911552,0.0175221238938051
17.614271667369017,0.018230088495575
17.741068502130446,0.018938053097345
17.93145104649529,0.0192920353982299
